threshold,accuracy,balanced_accuracy,macro_f1,exit_precision,exit_recall,exit_f1,presence_precision,presence_recall,presence_f1,tn,fp,fn,tp,model,fold,outer_val_season
0.59,0.8805970149253731,0.7582723577235773,0.7940805206005723,0.8384615384615385,0.545,0.6606060606060606,0.8873762376237624,0.9715447154471545,0.9275549805950841,109,91,21,717,Logistic_ModelA,4,2023-2024
0.6,0.8795309168443497,0.761239837398374,0.7946787800129786,0.8222222222222222,0.555,0.6626865671641791,0.8891656288916563,0.967479674796748,0.9266709928617781,111,89,24,714,Logistic_ModelA,4,2023-2024
0.61,0.8784648187633263,0.7623848238482385,0.7942998284100615,0.8115942028985508,0.56,0.6627218934911243,0.89,0.964769647696477,0.9258777633289987,112,88,26,712,Logistic_ModelA,4,2023-2024
0.62,0.8763326226012793,0.7646747967479675,0.793536341004311,0.7916666666666666,0.57,0.6627906976744186,0.8916876574307305,0.959349593495935,0.9242819843342036,114,86,30,708,Logistic_ModelA,4,2023-2024
0.63,0.8742004264392325,0.7651422764227642,0.7918472046699163,0.777027027027027,0.575,0.6609195402298851,0.8924050632911392,0.9552845528455285,0.9227748691099477,115,85,33,705,Logistic_ModelA,4,2023-2024
0.64,0.8731343283582089,0.7699322493224932,0.7932753655397209,0.7612903225806451,0.59,0.6647887323943662,0.8952745849297573,0.9498644986449865,0.9217619986850756,118,82,37,701,Logistic_ModelA,4,2023-2024
0.65,0.8710021321961621,0.7740447154471545,0.7933465521039876,0.7423312883435583,0.605,0.6666666666666666,0.8980645161290323,0.943089430894309,0.9200264375413086,121,79,42,696,Logistic_ModelA,4,2023-2024
0.66,0.8678038379530917,0.7738346883468834,0.7904076807749971,0.7261904761904762,0.61,0.6630434782608695,0.8987012987012987,0.9376693766937669,0.9177718832891246,122,78,46,692,Logistic_ModelA,4,2023-2024
0.67,0.8656716417910447,0.772479674796748,0.7878970604070206,0.7176470588235294,0.61,0.6594594594594595,0.8984375,0.9349593495934959,0.9163346613545816,122,78,48,690,Logistic_ModelA,4,2023-2024
0.68,0.8635394456289979,0.7729471544715447,0.786267151818965,0.7068965517241379,0.615,0.6577540106951871,0.8992146596858639,0.9308943089430894,0.914780292942743,123,77,51,687,Logistic_ModelA,4,2023-2024
0.69,0.8635394456289979,0.7765921409214092,0.7879641991791524,0.702247191011236,0.625,0.6613756613756614,0.9013157894736842,0.9281842818428184,0.9145527369826435,125,75,53,685,Logistic_ModelA,4,2023-2024
0.7,0.8656716417910447,0.7834146341463415,0.7929098593326185,0.7032967032967034,0.64,0.6701570680628273,0.9047619047619048,0.926829268292683,0.9156626506024096,128,72,54,684,Logistic_ModelA,4,2023-2024
0.71,0.8592750533049041,0.7811720867208672,0.7863546951030127,0.6789473684210526,0.645,0.6615384615384615,0.9050802139037433,0.9173441734417345,0.9111709286675639,129,71,61,677,Logistic_ModelA,4,2023-2024
0.72,0.8528784648187633,0.7771070460704608,0.7791359541359542,0.6581632653061225,0.645,0.6515151515151515,0.9043126684636119,0.9092140921409214,0.9067567567567567,129,71,67,671,Logistic_ModelA,4,2023-2024
0.73,0.8528784648187633,0.7825745257452574,0.7815468113975577,0.6534653465346535,0.66,0.6567164179104478,0.907608695652174,0.9051490514905149,0.9063772048846676,132,68,70,668,Logistic_ModelA,4,2023-2024
0.74,0.8518123667377399,0.7855420054200541,0.781927233254667,0.6473429951690821,0.67,0.6584766584766585,0.9097127222982216,0.9010840108401084,0.9053778080326753,134,66,73,665,Logistic_ModelA,4,2023-2024
0.75,0.8486140724946695,0.7853319783197832,0.7791726351530586,0.6367924528301887,0.675,0.6553398058252428,0.9104683195592287,0.8956639566395664,0.9030054644808743,135,65,77,661,Logistic_ModelA,4,2023-2024
0.76,0.8454157782515992,0.78329945799458,0.7756776593025078,0.627906976744186,0.675,0.6506024096385542,0.9100968188105117,0.8915989159891599,0.9007529089664613,135,65,80,658,Logistic_ModelA,4,2023-2024
0.77,0.8422174840085288,0.783089430894309,0.772985347985348,0.6181818181818182,0.68,0.6476190476190476,0.9108635097493036,0.8861788617886179,0.8983516483516484,136,64,84,654,Logistic_ModelA,4,2023-2024
0.78,0.835820895522388,0.7808468834688347,0.7669166623638147,0.6008771929824561,0.685,0.6401869158878505,0.9112676056338028,0.8766937669376694,0.893646408839779,137,63,91,647,Logistic_ModelA,4,2023-2024
0.79,0.8315565031982942,0.7781368563685638,0.7624204883553914,0.5905172413793104,0.685,0.6342592592592593,0.9107648725212465,0.8712737127371274,0.8905817174515236,137,63,95,643,Logistic_ModelA,4,2023-2024
0.8,0.8219616204690832,0.7793292682926829,0.7555168145985083,0.5662650602409639,0.705,0.6280623608017817,0.9143686502177069,0.8536585365853658,0.8829712683952348,141,59,108,630,Logistic_ModelA,4,2023-2024
0.81,0.8166311300639659,0.7777642276422765,0.7508401284902397,0.5546875,0.71,0.6228070175438597,0.9149560117302052,0.8455284552845529,0.8788732394366198,142,58,114,624,Logistic_ModelA,4,2023-2024
0.82,0.8123667377398721,0.7823441734417345,0.749465811965812,0.5447761194029851,0.73,0.6239316239316239,0.9194029850746268,0.8346883468834688,0.875,146,54,122,616,Logistic_ModelA,4,2023-2024
0.83,0.8113006396588486,0.7889566395663956,0.7512059377542809,0.5415162454873647,0.75,0.6289308176100629,0.924357034795764,0.8279132791327913,0.873481057898499,150,50,127,611,Logistic_ModelA,4,2023-2024
0.84,0.8123667377398721,0.7951016260162602,0.7542996957916858,0.5425531914893617,0.765,0.6348547717842323,0.9283536585365854,0.8252032520325203,0.8737446197991392,153,47,129,609,Logistic_ModelA,4,2023-2024
0.85,0.8006396588486141,0.7894715447154472,0.7434065491994528,0.5220338983050847,0.77,0.6222222222222222,0.9284603421461898,0.8089430894308943,0.8645908761766835,154,46,141,597,Logistic_ModelA,4,2023-2024
0.86,0.7942430703624733,0.7854065040650406,0.7372034113591,0.5116279069767442,0.77,0.6147704590818364,0.9277864992150706,0.8008130081300813,0.8596363636363636,154,46,147,591,Logistic_ModelA,4,2023-2024
0.87,0.7835820895522388,0.7822764227642276,0.7283351048272615,0.49523809523809526,0.78,0.6058252427184466,0.9293739967897271,0.7845528455284553,0.8508449669360764,156,44,159,579,Logistic_ModelA,4,2023-2024
0.88,0.7771855010660981,0.7782113821138211,0.7223024130433242,0.48598130841121495,0.78,0.5988483685220729,0.9286871961102107,0.7764227642276422,0.8457564575645756,156,44,165,573,Logistic_ModelA,4,2023-2024
0.89,0.767590618336887,0.7812262872628726,0.7165613218008428,0.47352941176470587,0.805,0.5962962962962963,0.9347826086956522,0.7574525745257452,0.8368263473053892,161,39,179,559,Logistic_ModelA,4,2023-2024
0.9,0.7579957356076759,0.7787737127371274,0.7089660055302008,0.46175637393767704,0.815,0.5895117540687161,0.9367521367521368,0.7425474254742548,0.8284202569916855,163,37,190,548,Logistic_ModelA,4,2023-2024
0.91,0.7409381663113006,0.7715785907859078,0.6947117606168609,0.44235924932975873,0.825,0.5759162303664922,0.9380530973451328,0.7181571815718157,0.8135072908672295,165,35,208,530,Logistic_ModelA,4,2023-2024
0.92,0.7313432835820896,0.7691260162601625,0.6873085165489325,0.4326424870466321,0.835,0.5699658703071673,0.9402173913043478,0.7032520325203252,0.8046511627906977,167,33,219,519,Logistic_ModelA,4,2023-2024
0.93,0.7153518123667377,0.7607859078590786,0.6737365802566118,0.41687344913151364,0.84,0.5572139303482587,0.9401869158878504,0.6815718157181572,0.7902592301649647,168,32,235,503,Logistic_ModelA,4,2023-2024
0.94,0.697228144989339,0.751090785907859,0.6584665405108796,0.4004739336492891,0.845,0.5434083601286174,0.939922480620155,0.6571815718157181,0.773524720893142,169,31,253,485,Logistic_ModelA,4,2023-2024
0.95,0.6748400852878464,0.7405081300813008,0.6402121326067738,0.3825503355704698,0.855,0.5285935085007728,0.9409368635437881,0.6260162601626016,0.7518307567127747,171,29,276,462,Logistic_ModelA,4,2023-2024
0.2,0.8091684434968017,0.5561449864498645,0.5480126522646208,0.92,0.115,0.20444444444444446,0.8061336254107339,0.997289972899729,0.8915808600847971,23,177,2,736,CatBoost_ModelA,4,2023-2024
0.21,0.8113006396588486,0.5629674796747968,0.559803055973147,0.896551724137931,0.13,0.22707423580786026,0.8085808580858086,0.9959349593495935,0.8925318761384335,26,174,3,735,CatBoost_ModelA,4,2023-2024
0.22,0.8166311300639659,0.5754674796747967,0.5801034802252829,0.9117647058823529,0.155,0.26495726495726496,0.8130530973451328,0.9959349593495935,0.8952496954933008,31,169,3,735,CatBoost_ModelA,4,2023-2024
0.23,0.8187633262260128,0.5804674796747967,0.5880012401818934,0.9166666666666666,0.165,0.2796610169491525,0.8148558758314856,0.9959349593495935,0.8963414634146342,33,167,3,735,CatBoost_ModelA,4,2023-2024
0.24,0.8219616204690832,0.5879674796747968,0.5996196737066222,0.9230769230769231,0.18,0.301255230125523,0.8175750834260289,0.9959349593495935,0.8979841172877214,36,164,3,735,CatBoost_ModelA,4,2023-2024
0.25,0.826226012793177,0.5979674796747968,0.6147009089786527,0.9302325581395349,0.2,0.3292181069958848,0.8212290502793296,0.9959349593495935,0.9001837109614207,40,160,3,735,CatBoost_ModelA,4,2023-2024
0.26,0.8294243070362474,0.6054674796747967,0.6257169933662527,0.9347826086956522,0.215,0.34959349593495936,0.8239910313901345,0.9959349593495935,0.901840490797546,43,157,3,735,CatBoost_ModelA,4,2023-2024
0.27,0.8326226012793176,0.6129674796747968,0.6364906460507056,0.9387755102040817,0.23,0.36947791164658633,0.8267716535433071,0.9959349593495935,0.9035033804548248,46,154,3,735,CatBoost_ModelA,4,2023-2024
0.28,0.835820895522388,0.6204674796747968,0.6470306513409961,0.9423076923076923,0.245,0.3888888888888889,0.8295711060948081,0.9959349593495935,0.9051724137931034,49,151,3,735,CatBoost_ModelA,4,2023-2024
0.29,0.837953091684435,0.627289972899729,0.6562114197530864,0.9285714285714286,0.26,0.40625,0.8321995464852607,0.994579945799458,0.9061728395061729,52,148,4,734,CatBoost_ModelA,4,2023-2024
0.3,0.8400852878464818,0.632289972899729,0.6629488027136574,0.9310344827586207,0.27,0.4186046511627907,0.8340909090909091,0.994579945799458,0.907292954264524,54,146,4,734,CatBoost_ModelA,4,2023-2024
0.31,0.8411513859275054,0.634789972899729,0.6662822377108091,0.9322033898305084,0.275,0.4247104247104247,0.8350398179749715,0.994579945799458,0.9078540507111935,55,145,4,734,CatBoost_ModelA,4,2023-2024
0.32,0.8443496801705757,0.6441124661246612,0.6781994886833597,0.921875,0.295,0.44696969696969696,0.8386727688787186,0.9932249322493225,0.9094292803970223,59,141,5,733,CatBoost_ModelA,4,2023-2024
0.33,0.8443496801705757,0.6441124661246612,0.6781994886833597,0.921875,0.295,0.44696969696969696,0.8386727688787186,0.9932249322493225,0.9094292803970223,59,141,5,733,CatBoost_ModelA,4,2023-2024
0.34,0.8464818763326226,0.6491124661246612,0.6846028113762668,0.9242424242424242,0.305,0.45864661654135336,0.8405963302752294,0.9932249322493225,0.9105590062111801,61,139,5,733,CatBoost_ModelA,4,2023-2024
0.35,0.8464818763326226,0.6491124661246612,0.6846028113762668,0.9242424242424242,0.305,0.45864661654135336,0.8405963302752294,0.9932249322493225,0.9105590062111801,61,139,5,733,CatBoost_ModelA,4,2023-2024
0.36,0.8486140724946695,0.6559349593495934,0.6928278215949448,0.9142857142857143,0.32,0.4740740740740741,0.8433179723502304,0.991869918699187,0.9115815691158157,64,136,6,732,CatBoost_ModelA,4,2023-2024
0.37,0.8518123667377399,0.6652574525745257,0.703862358753052,0.9066666666666666,0.34,0.49454545454545457,0.847045191193511,0.9905149051490515,0.9131792629606496,68,132,7,731,CatBoost_ModelA,4,2023-2024
0.38,0.8560767590618337,0.6752574525745257,0.7157977659724888,0.9113924050632911,0.36,0.5161290322580645,0.8509895227008148,0.9905149051490515,0.915466499686913,72,128,7,731,CatBoost_ModelA,4,2023-2024
0.39,0.8592750533049041,0.6827574525745257,0.7245521770469046,0.9146341463414634,0.375,0.5319148936170213,0.8539719626168224,0.9905149051490515,0.917189460476788,75,125,7,731,CatBoost_ModelA,4,2023-2024
0.4,0.8656716417910447,0.6977574525745258,0.7415774559193955,0.9204545454545454,0.405,0.5625,0.86,0.9905149051490515,0.9206549118387909,81,119,7,731,CatBoost_ModelA,4,2023-2024
0.41,0.8656716417910447,0.7014024390243903,0.7444738480697385,0.9021739130434783,0.415,0.5684931506849316,0.8617021276595744,0.9878048780487805,0.9204545454545454,83,117,9,729,CatBoost_ModelA,4,2023-2024
0.42,0.8678038379530917,0.7064024390243903,0.7499247486605262,0.9042553191489362,0.425,0.5782312925170068,0.8637440758293838,0.9878048780487805,0.9216182048040455,85,115,9,729,CatBoost_ModelA,4,2023-2024
0.43,0.8678038379530917,0.7082249322493225,0.7513000342114267,0.8958333333333334,0.43,0.581081081081081,0.8646080760095012,0.986449864498645,0.9215189873417722,86,114,10,728,CatBoost_ModelA,4,2023-2024
0.44,0.8688699360341151,0.7125474254742548,0.7553162836171301,0.8888888888888888,0.44,0.5886287625418061,0.866507747318236,0.9850948509485095,0.922003804692454,88,112,11,727,CatBoost_ModelA,4,2023-2024
0.45,0.8710021321961621,0.719369918699187,0.761868494541762,0.883495145631068,0.455,0.6006600660066007,0.8694610778443114,0.983739837398374,0.9230769230769231,91,109,12,726,CatBoost_ModelA,4,2023-2024
0.46,0.8720682302771855,0.7255149051490515,0.7669294990723562,0.8703703703703703,0.47,0.6103896103896104,0.8722891566265061,0.981029810298103,0.923469387755102,94,106,14,724,CatBoost_ModelA,4,2023-2024
0.47,0.8720682302771855,0.7255149051490515,0.7669294990723562,0.8703703703703703,0.47,0.6103896103896104,0.8722891566265061,0.981029810298103,0.923469387755102,94,106,14,724,CatBoost_ModelA,4,2023-2024
0.48,0.8731343283582089,0.7298373983739836,0.77066250269665,0.8648648648648649,0.48,0.617363344051447,0.8742442563482467,0.9796747967479674,0.923961661341853,96,104,15,723,CatBoost_ModelA,4,2023-2024
0.49,0.8731343283582089,0.7334823848238483,0.77299451918286,0.8521739130434782,0.49,0.6222222222222222,0.8760631834750912,0.9769647696476965,0.9237668161434978,98,102,17,721,CatBoost_ModelA,4,2023-2024
0.5,0.8720682302771855,0.736449864498645,0.773939588688946,0.8333333333333334,0.5,0.625,0.8777506112469438,0.9728997289972899,0.922879177377892,100,100,20,718,CatBoost_ModelA,4,2023-2024
0.51,0.8699360341151386,0.7350948509485095,0.7713054669576409,0.819672131147541,0.5,0.6211180124223602,0.8774509803921569,0.9701897018970189,0.9214929214929215,100,100,22,716,CatBoost_ModelA,4,2023-2024
0.52,0.8720682302771855,0.7400948509485095,0.7761550210003818,0.8225806451612904,0.51,0.6296296296296297,0.8796068796068796,0.9701897018970189,0.9226804123711341,102,98,22,716,CatBoost_ModelA,4,2023-2024
0.53,0.8731343283582089,0.7425948509485094,0.7785607300500917,0.824,0.515,0.6338461538461538,0.8806888068880688,0.9701897018970189,0.9232753062540296,103,97,22,716,CatBoost_ModelA,4,2023-2024
0.54,0.8752665245202559,0.7494173441734417,0.7843733237976042,0.8217054263565892,0.53,0.6443768996960486,0.8838071693448702,0.9688346883468835,0.9243697478991597,106,94,23,715,CatBoost_ModelA,4,2023-2024
0.55,0.8763326226012793,0.7519173441734417,0.7867262534791641,0.823076923076923,0.535,0.6484848484848484,0.8849009900990099,0.9688346883468835,0.92496765847348,107,93,23,715,CatBoost_ModelA,4,2023-2024
0.56,0.8752665245202559,0.7530623306233062,0.7864111681350826,0.8120300751879699,0.54,0.6486486486486487,0.8857142857142857,0.9661246612466124,0.9241736876215165,108,92,25,713,CatBoost_ModelA,4,2023-2024
0.57,0.8742004264392325,0.7523848238482385,0.7850912960072074,0.8059701492537313,0.54,0.6467065868263473,0.8855721393034826,0.964769647696477,0.9234760051880675,108,92,26,712,CatBoost_ModelA,4,2023-2024
0.58,0.8752665245202559,0.7548848238482385,0.7874107722258273,0.8074074074074075,0.545,0.6507462686567164,0.8866749688667497,0.964769647696477,0.9240752757949383,109,91,26,712,CatBoost_ModelA,4,2023-2024
0.59,0.8742004264392325,0.756029810298103,0.7870822785297127,0.7971014492753623,0.55,0.650887573964497,0.8875,0.962059620596206,0.9232769830949284,110,90,28,710,CatBoost_ModelA,4,2023-2024
0.6,0.8742004264392325,0.7596747967479676,0.7890238416554206,0.7887323943661971,0.56,0.6549707602339181,0.8894472361809045,0.959349593495935,0.9230769230769231,112,88,30,708,CatBoost_ModelA,4,2023-2024
0.61,0.8720682302771855,0.758319783197832,0.7864169044872185,0.7777777777777778,0.56,0.6511627906976745,0.889168765743073,0.9566395663956639,0.9216710182767625,112,88,32,706,CatBoost_ModelA,4,2023-2024
0.62,0.8720682302771855,0.7601422764227642,0.7873739091012126,0.773972602739726,0.565,0.653179190751445,0.8901515151515151,0.9552845528455285,0.9215686274509803,113,87,33,705,CatBoost_ModelA,4,2023-2024
0.63,0.8699360341151386,0.7587872628726287,0.7847911777095746,0.7635135135135135,0.565,0.6494252873563219,0.889873417721519,0.9525745257452575,0.9201570680628273,113,87,35,703,CatBoost_ModelA,4,2023-2024
0.64,0.8710021321961621,0.7631097560975609,0.7879631964877867,0.7615894039735099,0.575,0.6552706552706553,0.8919949174078781,0.9512195121951219,0.920655737704918,115,85,36,702,CatBoost_ModelA,4,2023-2024
0.65,0.8742004264392325,0.7706097560975609,0.7945685501533071,0.7662337662337663,0.59,0.6666666666666666,0.8954081632653061,0.9512195121951219,0.9224704336399474,118,82,36,702,CatBoost_ModelA,4,2023-2024
0.66,0.8731343283582089,0.7699322493224932,0.7932753655397209,0.7612903225806451,0.59,0.6647887323943662,0.8952745849297573,0.9498644986449865,0.9217619986850756,118,82,37,701,CatBoost_ModelA,4,2023-2024
0.67,0.8742004264392325,0.7742547425474255,0.796328600554979,0.759493670886076,0.6,0.6703910614525139,0.8974358974358975,0.948509485094851,0.922266139657444,120,80,38,700,CatBoost_ModelA,4,2023-2024
0.68,0.8731343283582089,0.7735772357723577,0.7950396894618649,0.7547169811320755,0.6,0.6685236768802229,0.8973042362002568,0.9471544715447154,0.9215557020435069,120,80,39,699,CatBoost_ModelA,4,2023-2024
0.69,0.8752665245202559,0.7785772357723577,0.7993362771180166,0.7577639751552795,0.61,0.6759002770083102,0.8996138996138996,0.9471544715447154,0.9227722772277228,122,78,39,699,CatBoost_ModelA,4,2023-2024
0.7,0.8773987206823027,0.78539972899729,0.8044114847284298,0.7575757575757576,0.625,0.684931506849315,0.9029754204398448,0.94579945799458,0.9238914626075446,125,75,40,698,CatBoost_ModelA,4,2023-2024
0.71,0.8805970149253731,0.79289972899729,0.8106908084419329,0.7619047619047619,0.64,0.6956521739130435,0.9064935064935065,0.94579945799458,0.9257294429708223,128,72,40,698,CatBoost_ModelA,4,2023-2024
0.72,0.8784648187633263,0.7915447154471544,0.8080973403682568,0.7529411764705882,0.64,0.6918918918918919,0.90625,0.943089430894309,0.9243027888446215,128,72,42,696,CatBoost_ModelA,4,2023-2024
0.73,0.8784648187633263,0.7915447154471544,0.8080973403682568,0.7529411764705882,0.64,0.6918918918918919,0.90625,0.943089430894309,0.9243027888446215,128,72,42,696,CatBoost_ModelA,4,2023-2024
0.74,0.8742004264392325,0.7888346883468835,0.8029650305831084,0.735632183908046,0.64,0.6844919786096256,0.9057591623036649,0.9376693766937669,0.9214380825565912,128,72,46,692,CatBoost_ModelA,4,2023-2024
0.75,0.8773987206823027,0.7981571815718158,0.8098748067815491,0.7374301675977654,0.66,0.6965699208443272,0.9104084321475626,0.9363143631436315,0.9231796927187709,132,68,47,691,CatBoost_ModelA,4,2023-2024
0.76,0.8763326226012793,0.797479674796748,0.8085983675766958,0.7333333333333333,0.66,0.6947368421052632,0.9102902374670184,0.9349593495934959,0.9224598930481284,132,68,48,690,CatBoost_ModelA,4,2023-2024
0.77,0.8763326226012793,0.8011246612466125,0.8100843386952636,0.7282608695652174,0.67,0.6979166666666666,0.9124668435013262,0.9322493224932249,0.9222520107238605,134,66,50,688,CatBoost_ModelA,4,2023-2024
0.78,0.8773987206823027,0.8054471544715447,0.8128046674753533,0.7272727272727273,0.68,0.7028423772609819,0.914780292942743,0.9308943089430894,0.9227669576897246,136,64,51,687,CatBoost_ModelA,4,2023-2024
0.79,0.8742004264392325,0.8088821138211382,0.8111452361452361,0.7091836734693877,0.695,0.702020202020202,0.9177897574123989,0.9227642276422764,0.9202702702702703,139,61,57,681,CatBoost_ModelA,4,2023-2024
0.8,0.8688699360341151,0.8054945799457994,0.8049385012046155,0.6915422885572139,0.695,0.6932668329177057,0.9172320217096337,0.9159891598915989,0.9166101694915254,139,61,62,676,CatBoost_ModelA,4,2023-2024
0.81,0.8656716417910447,0.8071070460704607,0.8026727039589678,0.6778846153846154,0.705,0.6911764705882353,0.9191780821917809,0.9092140921409214,0.9141689373297003,141,59,67,671,CatBoost_ModelA,4,2023-2024
0.82,0.8603411513859275,0.8037195121951219,0.7966333398982819,0.6619718309859155,0.705,0.6828087167070218,0.9186206896551724,0.9024390243902439,0.9104579630895421,141,59,72,666,CatBoost_ModelA,4,2023-2024
0.83,0.8539445628997868,0.8051219512195122,0.7916147079093525,0.64,0.72,0.6776470588235294,0.9214586255259467,0.8902439024390244,0.9055823569951758,144,56,81,657,CatBoost_ModelA,4,2023-2024
0.84,0.8464818763326226,0.8040243902439024,0.784862385321101,0.6186440677966102,0.73,0.6697247706422018,0.9230769230769231,0.8780487804878049,0.9,146,54,90,648,CatBoost_ModelA,4,2023-2024
0.85,0.8347547974413646,0.8020392953929539,0.7744559189226504,0.5889328063241107,0.745,0.6578366445916115,0.9255474452554745,0.8590785907859079,0.8910751932536893,149,51,104,634,CatBoost_ModelA,4,2023-2024
0.86,0.8198294243070362,0.7961991869918699,0.7604521310757002,0.5571955719557196,0.755,0.6411889596602972,0.9265367316341829,0.8373983739837398,0.8797153024911032,151,49,120,618,CatBoost_ModelA,4,2023-2024
0.87,0.8113006396588486,0.7980691056910569,0.7545602511963314,0.5400696864111498,0.775,0.6365503080082136,0.9308755760368663,0.8211382113821138,0.8725701943844493,155,45,132,606,CatBoost_ModelA,4,2023-2024
0.88,0.8017057569296375,0.797439024390244,0.747055446336923,0.5231788079470199,0.79,0.6294820717131474,0.9339622641509434,0.8048780487804879,0.8646288209606987,158,42,144,594,CatBoost_ModelA,4,2023-2024
0.89,0.7953091684434968,0.8043089430894308,0.7445881552076242,0.5125,0.82,0.6307692307692307,0.941747572815534,0.7886178861788617,0.8584070796460177,164,36,156,582,CatBoost_ModelA,4,2023-2024
0.9,0.7771855010660981,0.7964363143631437,0.72856203313326,0.4868035190615836,0.83,0.6136783733826248,0.9430485762144054,0.7628726287262872,0.8434456928838951,166,34,175,563,CatBoost_ModelA,4,2023-2024
0.91,0.7643923240938166,0.7919512195121952,0.7178402113564626,0.47058823529411764,0.84,0.6032315978456014,0.9449225473321858,0.7439024390243902,0.8324488248673237,168,32,189,549,CatBoost_ModelA,4,2023-2024
0.92,0.7302771855010661,0.7775609756097561,0.6892018078403485,0.4332493702770781,0.86,0.576214405360134,0.9482439926062847,0.6951219512195121,0.8021892103205629,172,28,225,513,CatBoost_ModelA,4,2023-2024
0.93,0.6908315565031983,0.757960704607046,0.6561235841423948,0.3977272727272727,0.875,0.546875,0.9497991967871486,0.6409214092140921,0.7653721682847896,175,25,265,473,CatBoost_ModelA,4,2023-2024
0.94,0.6375266524520256,0.7368428184281843,0.6134715327334781,0.3611111111111111,0.91,0.5170454545454546,0.9585253456221198,0.5636856368563685,0.7098976109215017,182,18,322,416,CatBoost_ModelA,4,2023-2024
0.95,0.5490405117270789,0.6915447154471545,0.5389152875634934,0.31385642737896496,0.94,0.47058823529411764,0.9646017699115044,0.44308943089430897,0.6072423398328691,188,12,411,327,CatBoost_ModelA,4,2023-2024
