player,nation,team,league,season,target_season,position,position_group,age,matched_next,starts,minutes,goals,assists,non_penalty_goals,penalty_goals,penalty_attempts,goals_per90,assists_per90,goal_contrib_per90,next_goals,next_10plus,season_start,target_year,row_id,norm_player,norm_current_team,tm_player_id,match_method,match_confidence,first_big5_game_date,cutoff_date,cutoff_source,timeline_status,confirmed_preseason_event_count,preseason_team_transition_count,selected_event_id,destination_team,destination_league,destination_country,unknown_date_context_event_count_audit,post_cutoff_context_event_count_audit,context_mismatch_pre_event_count_audit,timeline_trace,tr_event_id,tr_transfer_date,tr_from_club,tr_to_club,tr_from_league,tr_to_league,tr_from_country,tr_to_country,tr_transfer_fee_eur,tr_transfer_market_value_eur,tr_is_loan,tr_db_date_match_method,tr_db_match_score,transfer_event_preseason,norm_destination_team,changed_team_preseason,destination_in_big5,same_league_transfer,league_changed,country_changed,is_loan_preseason,transfer_date_preseason,days_since_transfer,transfer_fee_eur,transfer_market_value_eur,transfer_fee_known,transfer_fee_positive,log_transfer_fee,fee_to_transfer_market_value_ratio,mv_preseason_value_eur,mv_preseason_valuation_date,mv_preseason_peak_eur,mv_6m_value_eur,mv_6m_valuation_date,mv_6m_peak_eur,mv_12m_value_eur,mv_12m_valuation_date,mv_12m_peak_eur,market_value_preseason_eur,market_value_source,market_value_known,log_market_value,market_value_6m_eur,market_value_12m_eur,market_value_change_6m_eur,market_value_change_12m_eur,market_value_growth_6m,market_value_growth_12m,market_value_peak_to_cutoff_eur,market_value_vs_peak,valuation_age_days,market_value_percentile,market_value_vs_position_median,old_team_stats_name,old_team_rank_pct,old_team_points_per_game,old_team_goal_diff_per_game,new_team_stats_name,new_team_match_score,new_team_second_score,new_team_match_margin,new_team_match_method,new_team_strength_league,new_team_prev_rank_pct,new_team_prev_points_per_game,new_team_prev_goal_diff_per_game,new_team_strength_missing,team_rank_change,team_points_change,team_goal_diff_change,audit_norm_player,audit_norm_team,audit_status,review_priority_score
Kevin Agudelo,co COL,Spezia,Serie A,2022-2023,2023-2024,"MF,FW",FW,23.0,False,23.0,2131.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0422336931018301,0.0422336931018301,0.0,0,2022,2023,21969,kevin agudelo,spezia,587458.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Spezia,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,spezia,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2023-06-15,3500000.0,3500000.0,2022-11-11,3500000.0,3500000.0,2022-06-07,3500000.0,3000000.0,historical_valuation,1,14.914123179965662,3500000.0,3500000.0,-500000.0,-500000.0,-0.1428571428571429,-0.1428571428571429,3500000.0,0.8571428571428571,56.0,0.2042093287827076,0.2727272727272727,Spezia,0.1052631578947368,0.8157894736842105,-0.8157894736842105,Spezia,1.0,,,same_team_copy_old,Serie A,0.1052631578947368,0.8157894736842105,-0.8157894736842105,0,0.0,0.0,0.0,kevin agudelo,spezia,STABLE_BIG5_REVIEW,0.6936602870813398
Andrea Barberis,it ITA,Crotone,Serie A,2017-2018,2018-2019,MF,MF,23.0,False,34.0,3029.0,2.0,1.0,2.0,0.0,0.0,0.0594255529877847,0.0297127764938923,0.0891383294816771,0.0,0,2017,2018,16832,andrea barberis,crotone,146680.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Crotone,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,crotone,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2018-06-07,2000000.0,2000000.0,2017-12-29,2000000.0,2000000.0,2017-06-08,2000000.0,2000000.0,historical_valuation,1,14.508658238524095,2000000.0,2000000.0,0.0,0.0,0.0,0.0,2000000.0,1.0,63.0,0.1600441501103753,0.3333333333333333,Crotone,0.1052631578947368,0.9210526315789472,-0.6842105263157895,Crotone,1.0,,,same_team_copy_old,Serie A,0.1052631578947368,0.9210526315789472,-0.6842105263157895,0,0.0,0.0,0.0,andrea barberis,crotone,STABLE_BIG5_REVIEW,0.6913875598086124
Alessandro Schöpf,at AUT,Arminia,Bundesliga,2021-2022,2022-2023,MF,MF,27.0,False,27.0,2397.0,1.0,0.0,1.0,0.0,0.0,0.0375469336670838,0.0,0.0375469336670838,0.0,0,2021,2022,20582,alessandro schopf,arminia,118397.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Arminia,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,arminia,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2022-06-09,7500000.0,1800000.0,2021-12-22,7500000.0,1500000.0,2021-05-27,7500000.0,2500000.0,historical_valuation,1,14.731801689838347,1800000.0,1500000.0,700000.0,1000000.0,0.3888888888888888,0.6666666666666667,7500000.0,0.3333333333333333,56.0,0.1630057803468208,0.2941176470588235,Bielefeld,0.0588235294117647,0.8235294117647058,-0.7647058823529411,Bielefeld,1.0,,,same_team_copy_old,Bundesliga,0.0588235294117647,0.8235294117647058,-0.7647058823529411,0,0.0,0.0,0.0,alessandro schopf,arminia,STABLE_BIG5_REVIEW,0.6901913875598087
Alfredo Donnarumma,it ITA,Brescia,Serie A,2019-2020,2020-2021,FW,FW,28.0,False,20.0,1684.0,7.0,2.0,5.0,2.0,2.0,0.3741092636579572,0.1068883610451306,0.4809976247030878,0.0,0,2019,2020,18727,alfredo donnarumma,brescia,130485.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Brescia,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,brescia,0,1,0,0,0,0,,,,,0,0,,,4800000.0,2020-04-08,6000000.0,6000000.0,2019-12-12,6000000.0,4000000.0,2019-06-05,4000000.0,4800000.0,historical_valuation,1,15.38412668421143,6000000.0,4000000.0,-1200000.0,800000.0,-0.1999999999999999,0.1999999999999999,6000000.0,0.8,134.0,0.3020833333333333,0.4363636363636363,Brescia,0.0526315789473684,0.6578947368421053,-1.1578947368421053,Brescia,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.6578947368421053,-1.1578947368421053,0,0.0,0.0,0.0,alfredo donnarumma,brescia,STABLE_BIG5_REVIEW,0.6900717703349282
Moussa Koné,sn SEN,Nîmes,Ligue 1,2020-2021,2021-2022,FW,FW,23.0,False,21.0,1755.0,9.0,0.0,9.0,0.0,0.0,0.4615384615384615,0.0,0.4615384615384615,0.0,0,2020,2021,20245,moussa kone,nimes,364239.0,exact_name_age_resolved,B,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Nîmes,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,nimes,0,1,0,0,0,0,,,,,0,0,,,4000000.0,2021-06-04,4000000.0,3000000.0,2021-01-07,4000000.0,2800000.0,2020-04-08,4000000.0,4000000.0,historical_valuation,1,15.201805169084134,3000000.0,2800000.0,1000000.0,1200000.0,0.3333333333333332,0.4285714285714286,4000000.0,1.0,62.0,0.2788778877887788,0.4,Nimes,0.0526315789473684,0.9210526315789472,-0.8157894736842105,Nimes,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.9210526315789472,-0.8157894736842105,0,0.0,0.0,0.0,moussa kone,nimes,STABLE_BIG5_REVIEW,0.6888755980861244
Adam Armstrong,eng ENG,Southampton,Premier League,2022-2023,2023-2024,"FW,MF",FW,25.0,False,14.0,1335.0,2.0,1.0,2.0,0.0,0.0,0.1348314606741573,0.0674157303370786,0.2022471910112359,0.0,0,2022,2023,21498,adam armstrong,southampton,250426.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Southampton,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,southampton,0,1,0,0,0,0,,,,,0,0,,,10000000.0,2023-06-20,18000000.0,15000000.0,2022-11-03,18000000.0,15000000.0,2022-06-15,18000000.0,10000000.0,historical_valuation,1,16.118095750958314,15000000.0,15000000.0,-5000000.0,-5000000.0,-0.3333333333333333,-0.3333333333333333,18000000.0,0.5555555555555556,51.0,0.5233219567690558,0.9090909090909092,Southampton,0.0,0.6578947368421053,-0.9736842105263158,Southampton,1.0,,,same_team_copy_old,Premier League,0.0,0.6578947368421053,-0.9736842105263158,0,0.0,0.0,0.0,adam armstrong,southampton,STABLE_BIG5_REVIEW,0.6883971291866028
Jaime Seoane,es ESP,Huesca,La Liga,2020-2021,2021-2022,MF,MF,23.0,False,23.0,2064.0,1.0,1.0,1.0,0.0,0.0,0.0436046511627907,0.0436046511627907,0.0872093023255814,0.0,0,2020,2021,19965,jaime seoane,huesca,340867.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Huesca,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,huesca,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2021-06-10,3000000.0,800000.0,2021-01-05,800000.0,500000.0,2020-07-23,500000.0,3000000.0,historical_valuation,1,14.914123179965662,800000.0,500000.0,2200000.0,2500000.0,2.75,5.0,3000000.0,1.0,56.0,0.1996699669966996,0.375,Huesca,0.1052631578947368,0.8947368421052632,-0.5,Huesca,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,0.8947368421052632,-0.5,0,0.0,0.0,0.0,jaime seoane,huesca,STABLE_BIG5_REVIEW,0.6864832535885168
Iddrisu Baba,gh GHA,Mallorca,La Liga,2019-2020,2020-2021,MF,MF,23.0,False,35.0,2903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2019,2020,19026,iddrisu baba,mallorca,442805.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Mallorca,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,mallorca,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2020-04-08,2500000.0,2500000.0,2019-12-20,2500000.0,500000.0,2019-06-29,500000.0,2000000.0,historical_valuation,1,14.508658238524095,2500000.0,500000.0,-500000.0,1500000.0,-0.1999999999999999,3.0,2500000.0,0.8,134.0,0.1140046296296296,0.2666666666666666,Mallorca,0.0526315789473684,0.868421052631579,-0.6578947368421053,Mallorca,1.0,,,same_team_copy_old,La Liga,0.0526315789473684,0.868421052631579,-0.6578947368421053,0,0.0,0.0,0.0,iddrisu baba,mallorca,STABLE_BIG5_REVIEW,0.6851674641148325
Prince Oniangué,cg CGO,Caen,Ligue 1,2018-2019,2019-2020,MF,MF,29.0,False,26.0,2343.0,2.0,0.0,2.0,0.0,0.0,0.0768245838668374,0.0,0.0768245838668374,0.0,0,2018,2019,18472,prince oniangue,caen,60578.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Caen,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,caen,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2019-06-03,3500000.0,3000000.0,2018-12-17,3500000.0,1500000.0,2018-06-04,3500000.0,2500000.0,historical_valuation,1,14.731801689838347,3000000.0,1500000.0,-500000.0,1000000.0,-0.1666666666666666,0.6666666666666667,3500000.0,0.7142857142857143,66.0,0.1490066225165563,0.3125,Caen,0.0526315789473684,0.868421052631579,-0.6578947368421053,Caen,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.868421052631579,-0.6578947368421053,0,0.0,0.0,0.0,prince oniangue,caen,STABLE_BIG5_REVIEW,0.6849282296650718
Leroy Fer,nl NED,Swansea City,Premier League,2017-2018,2018-2019,MF,MF,27.0,False,15.0,1397.0,1.0,1.0,1.0,0.0,0.0,0.0644237652111667,0.0644237652111667,0.1288475304223335,0.0,0,2017,2018,17285,leroy fer,swansea city,63342.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Swansea City,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,swansea city,0,1,0,0,0,0,,,,,0,0,,,8000000.0,2018-05-28,8500000.0,8000000.0,2018-01-02,8500000.0,8000000.0,2017-06-28,8500000.0,8000000.0,historical_valuation,1,15.894952224644102,8000000.0,8000000.0,0.0,0.0,0.0,0.0,8500000.0,0.9411764705882352,73.0,0.5590507726269316,1.3333333333333333,Swansea,0.1052631578947368,0.868421052631579,-0.7368421052631579,Swansea,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.868421052631579,-0.7368421052631579,0,0.0,0.0,0.0,leroy fer,swansea city,STABLE_BIG5_REVIEW,0.682177033492823
Óscar Plano,es ESP,Valladolid,La Liga,2022-2023,2023-2024,"FW,MF",FW,31.0,False,22.0,2038.0,1.0,1.0,1.0,0.0,0.0,0.0441609421000981,0.0441609421000981,0.0883218842001962,0.0,0,2022,2023,22186,oscar plano,valladolid,221309.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Valladolid,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,valladolid,0,1,0,0,0,0,,,,,0,0,,,3000000.0,2023-06-13,4000000.0,3000000.0,2022-11-07,4000000.0,2500000.0,2022-06-29,4000000.0,3000000.0,historical_valuation,1,14.914123179965662,3000000.0,2500000.0,0.0,500000.0,0.0,0.1999999999999999,4000000.0,0.75,58.0,0.2042093287827076,0.2727272727272727,Valladolid,0.1052631578947368,1.0526315789473684,-0.7894736842105263,Valladolid,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,1.0526315789473684,-0.7894736842105263,0,0.0,0.0,0.0,oscar plano,valladolid,STABLE_BIG5_REVIEW,0.6816985645933015
Cyriel Dessers,ng NGA,Cremonese,Serie A,2022-2023,2023-2024,FW,FW,27.0,False,19.0,1587.0,6.0,1.0,6.0,0.0,1.0,0.3402646502835539,0.0567107750472589,0.3969754253308128,0.0,0,2022,2023,21662,cyriel dessers,cremonese,317806.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Cremonese,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,cremonese,0,1,0,0,0,0,,,,,0,0,,,5000000.0,2023-06-15,6000000.0,6000000.0,2022-11-11,6000000.0,6000000.0,2022-06-08,6000000.0,5000000.0,historical_valuation,1,15.424948670398354,6000000.0,6000000.0,-1000000.0,-1000000.0,-0.1666666666666666,-0.1666666666666666,6000000.0,0.8333333333333334,56.0,0.3270762229806598,0.4545454545454545,Cremonese,0.0526315789473684,0.7105263157894737,-0.868421052631579,Cremonese,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.7105263157894737,-0.868421052631579,0,0.0,0.0,0.0,cyriel dessers,cremonese,STABLE_BIG5_REVIEW,0.6787081339712918
Jan Thielmann,GER,Köln,Bundesliga,2023-2024,2024-2025,"FW,DF",FW,21.0,False,20.0,1579.0,1.0,0.0,1.0,0.0,0.0,0.0569981000633312,0.0,0.0569981000633312,0.0,0,2023,2024,22814,jan thielmann,koln,472249.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Köln,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,koln,0,1,0,0,0,0,,,,,0,0,,,5000000.0,2024-05-29,9000000.0,6500000.0,2023-12-14,9000000.0,6500000.0,2023-06-22,9000000.0,5000000.0,historical_valuation,1,15.424948670398354,6500000.0,6500000.0,-1500000.0,-1500000.0,-0.2307692307692307,-0.2307692307692307,9000000.0,0.5555555555555556,77.0,0.3074245939675174,0.4166666666666667,FC Koln,0.0588235294117647,0.7941176470588235,-0.9411764705882352,FC Koln,1.0,,,same_team_copy_old,Bundesliga,0.0588235294117647,0.7941176470588235,-0.9411764705882352,0,0.0,0.0,0.0,jan thielmann,koln,STABLE_BIG5_REVIEW,0.6779904306220096
Branimir Hrgota,se SWE,Greuther Fürth,Bundesliga,2021-2022,2022-2023,FW,FW,28.0,False,33.0,2777.0,9.0,5.0,4.0,5.0,5.0,0.291681670867843,0.1620453727043572,0.4537270435722002,0.0,0,2021,2022,20670,branimir hrgota,greuther furth,171209.0,exact_normalized_unique,A,2022-08-05,2022-08-04,duckdb_big5_first_game,no_summer_event,0,0,,Greuther Fürth,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,greuther furth,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2022-06-09,3500000.0,2000000.0,2021-12-22,3500000.0,2000000.0,2021-06-16,3500000.0,2000000.0,historical_valuation,1,14.508658238524095,2000000.0,2000000.0,0.0,0.0,0.0,0.0,3500000.0,0.5714285714285714,56.0,0.1115606936416185,0.1739130434782608,Greuther Furth,0.0,0.5294117647058824,-1.588235294117647,Greuther Furth,1.0,,,same_team_copy_old,Bundesliga,0.0,0.5294117647058824,-1.588235294117647,0,0.0,0.0,0.0,branimir hrgota,greuther furth,STABLE_BIG5_REVIEW,0.6779904306220096
Dimitri Bisoli,it ITA,Brescia,Serie A,2019-2020,2020-2021,MF,MF,25.0,False,24.0,2152.0,1.0,1.0,1.0,0.0,0.0,0.0418215613382899,0.0418215613382899,0.0836431226765799,0.0,0,2019,2020,18884,dimitri bisoli,brescia,163216.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Brescia,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,brescia,0,1,0,0,0,0,,,,,0,0,,,2800000.0,2020-04-08,3500000.0,3500000.0,2019-12-12,3500000.0,3500000.0,2019-06-05,3500000.0,2800000.0,historical_valuation,1,14.845130332288226,3500000.0,3500000.0,-700000.0,-700000.0,-0.1999999999999999,-0.1999999999999999,3500000.0,0.8,134.0,0.1759259259259259,0.3733333333333333,Brescia,0.0526315789473684,0.6578947368421053,-1.1578947368421053,Brescia,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.6578947368421053,-1.1578947368421053,0,0.0,0.0,0.0,dimitri bisoli,brescia,STABLE_BIG5_REVIEW,0.6770334928229665
Patson Daka,zm ZAM,Leicester City,Premier League,2022-2023,2023-2024,FW,FW,23.0,False,13.0,1187.0,4.0,4.0,4.0,0.0,0.0,0.3032855939342881,0.3032855939342881,0.6065711878685762,0.0,0,2022,2023,22204,patson daka,leicester city,365172.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Leicester City,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,leicester city,0,1,0,0,0,0,,,,,0,0,,,18000000.0,2023-06-20,22000000.0,20000000.0,2022-11-03,22000000.0,20000000.0,2022-06-15,22000000.0,18000000.0,historical_valuation,1,16.705882371415992,20000000.0,20000000.0,-2000000.0,-2000000.0,-0.0999999999999999,-0.0999999999999999,22000000.0,0.8181818181818182,51.0,0.6899886234357224,1.6363636363636365,Leicester,0.1052631578947368,0.8947368421052632,-0.4473684210526316,Leicester,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.8947368421052632,-0.4473684210526316,0,0.0,0.0,0.0,patson daka,leicester city,STABLE_BIG5_REVIEW,0.6767942583732057
Jasmin Kurtić,si SVN,Parma,Serie A,2020-2021,2021-2022,MF,MF,31.0,False,31.0,2739.0,4.0,0.0,4.0,0.0,0.0,0.1314348302300109,0.0,0.1314348302300109,0.0,0,2020,2021,19978,jasmin kurtic,parma,85825.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Parma,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,parma,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2021-06-03,7000000.0,3000000.0,2020-12-29,7000000.0,3500000.0,2020-04-08,7000000.0,2000000.0,historical_valuation,1,14.508658238524095,3000000.0,3500000.0,-1000000.0,-1500000.0,-0.3333333333333333,-0.4285714285714286,7000000.0,0.2857142857142857,63.0,0.1221122112211221,0.25,Parma,0.0,0.5263157894736842,-1.1578947368421053,Parma,1.0,,,same_team_copy_old,Serie A,0.0,0.5263157894736842,-1.1578947368421053,0,0.0,0.0,0.0,jasmin kurtic,parma,STABLE_BIG5_REVIEW,0.676555023923445
Linton Maina,de GER,Hannover 96,Bundesliga,2018-2019,2019-2020,"FW,MF",FW,19.0,False,17.0,1414.0,1.0,3.0,1.0,0.0,0.0,0.0636492220650636,0.1909476661951909,0.2545968882602546,0.0,0,2018,2019,18249,linton maina,hannover 96,335103.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Hannover 96,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,hannover 96,0,1,0,0,0,0,,,,,0,0,,,7000000.0,2019-06-05,7000000.0,4500000.0,2018-12-18,4500000.0,500000.0,2018-06-05,500000.0,7000000.0,historical_valuation,1,15.76142084987672,4500000.0,500000.0,2500000.0,6500000.0,0.5555555555555556,13.0,7000000.0,1.0,64.0,0.4094922737306843,0.7,Hannover,0.0588235294117647,0.6176470588235294,-1.1764705882352942,Hannover,1.0,,,same_team_copy_old,Bundesliga,0.0588235294117647,0.6176470588235294,-1.1764705882352942,0,0.0,0.0,0.0,linton maina,hannover 96,STABLE_BIG5_REVIEW,0.6747607655502392
Andrea Rispoli,it ITA,Palermo,Serie A,2016-2017,2017-2018,"MF,DF",MF,27.0,False,30.0,2684.0,6.0,3.0,6.0,0.0,0.0,0.2011922503725782,0.1005961251862891,0.3017883755588674,0.0,0,2016,2017,15859,andrea rispoli,palermo,74448.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Palermo,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,palermo,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2017-06-08,2000000.0,1000000.0,2017-01-02,1500000.0,800000.0,2016-07-15,1500000.0,2000000.0,historical_valuation,1,14.508658238524095,1000000.0,800000.0,1000000.0,1200000.0,1.0,1.5,2000000.0,1.0,56.0,0.1966173361522198,0.5,Palermo,0.0526315789473684,0.6842105263157895,-1.1578947368421053,Palermo,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.6842105263157895,-1.1578947368421053,0,0.0,0.0,0.0,andrea rispoli,palermo,STABLE_BIG5_REVIEW,0.6741626794258373
Giulio Maggiore,ITA,Salernitana,Serie A,2023-2024,2024-2025,MF,MF,25.0,False,20.0,1800.0,4.0,2.0,4.0,0.0,0.0,0.2,0.1,0.3,0.0,0,2023,2024,22740,giulio maggiore,salernitana,353796.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Salernitana,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,salernitana,0,1,0,0,0,0,,,,,0,0,,,3500000.0,2024-06-05,8500000.0,4500000.0,2023-12-20,8500000.0,5500000.0,2023-06-15,8500000.0,3500000.0,historical_valuation,1,15.068273812173889,4500000.0,5500000.0,-1000000.0,-2000000.0,-0.2222222222222222,-0.3636363636363636,8500000.0,0.4117647058823529,70.0,0.212877030162413,0.4375,Salernitana,0.0,0.4473684210526316,-1.2894736842105263,Salernitana,1.0,,,same_team_copy_old,Serie A,0.0,0.4473684210526316,-1.2894736842105263,0,0.0,0.0,0.0,giulio maggiore,salernitana,STABLE_BIG5_REVIEW,0.674043062200957
Danley Jean-Jacques,HAI,Metz,Ligue 1,2023-2024,2024-2025,MF,MF,23.0,False,30.0,2682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,2024,22617,danley jean jacques,metz,628834.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Metz,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,metz,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2024-06-03,2000000.0,2000000.0,2023-12-18,2000000.0,1500000.0,2023-06-16,1500000.0,2000000.0,historical_valuation,1,14.508658238524095,2000000.0,1500000.0,0.0,500000.0,0.0,0.3333333333333332,2000000.0,1.0,72.0,0.1015081206496519,0.25,Metz,0.0588235294117647,0.8529411764705882,-0.6764705882352942,Metz,1.0,,,same_team_copy_old,Ligue 1,0.0588235294117647,0.8529411764705882,-0.6764705882352942,0,0.0,0.0,0.0,danley jean jacques,metz,STABLE_BIG5_REVIEW,0.6736842105263158
Aron Gunnarsson,is ISL,Cardiff City,Premier League,2018-2019,2019-2020,MF,MF,29.0,False,27.0,2266.0,1.0,1.0,1.0,0.0,0.0,0.0397175639894086,0.0397175639894086,0.0794351279788173,0.0,0,2018,2019,17822,aron gunnarsson,cardiff city,63821.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Cardiff City,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,cardiff city,0,1,0,0,0,0,,,,,0,0,,,2500000.0,2018-12-19,3000000.0,2500000.0,2018-12-19,3000000.0,2500000.0,2018-06-06,3000000.0,2500000.0,historical_valuation,1,14.731801689838347,2500000.0,2500000.0,0.0,0.0,0.0,0.0,3000000.0,0.8333333333333334,232.0,0.1490066225165563,0.3125,Cardiff,0.1052631578947368,0.8947368421052632,-0.9210526315789472,Cardiff,1.0,,,same_team_copy_old,Premier League,0.1052631578947368,0.8947368421052632,-0.9210526315789472,0,0.0,0.0,0.0,aron gunnarsson,cardiff city,STABLE_BIG5_REVIEW,0.6729665071770334
Largie Ramazani,BEL,Almería,La Liga,2023-2024,2024-2025,"FW,MF",FW,22.0,False,16.0,1555.0,3.0,5.0,3.0,0.0,0.0,0.1736334405144694,0.2893890675241157,0.4630225080385852,0.0,0,2023,2024,22921,largie ramazani,almeria,518644.0,exact_normalized_unique,A,2024-08-15,2024-08-14,duckdb_big5_first_game,no_summer_event,0,0,,Almería,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,almeria,0,1,0,0,0,0,,,,,0,0,,,5000000.0,2024-06-07,10000000.0,6000000.0,2023-12-22,10000000.0,6000000.0,2023-06-13,10000000.0,5000000.0,historical_valuation,1,15.424948670398354,6000000.0,6000000.0,-1000000.0,-1000000.0,-0.1666666666666666,-0.1666666666666666,10000000.0,0.5,68.0,0.3074245939675174,0.4166666666666667,Almeria,0.0526315789473684,0.5526315789473685,-0.8421052631578947,Almeria,1.0,,,same_team_copy_old,La Liga,0.0526315789473684,0.5526315789473685,-0.8421052631578947,0,0.0,0.0,0.0,largie ramazani,almeria,STABLE_BIG5_REVIEW,0.672488038277512
Pierre Bengtsson,se SWE,Bastia,Ligue 1,2016-2017,2017-2018,"DF,MF",MF,28.0,False,29.0,2626.0,1.0,1.0,1.0,0.0,0.0,0.0342726580350342,0.0342726580350342,0.0685453160700685,0.0,0,2016,2017,16550,pierre bengtsson,bastia,50577.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_confirmed_pre_cutoff_event,0,0,,Bastia,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,bastia,0,1,0,0,0,0,,,,,0,0,,,2000000.0,2017-06-01,2000000.0,2000000.0,2017-01-16,2000000.0,2000000.0,2016-07-22,2000000.0,2000000.0,historical_valuation,1,14.508658238524095,2000000.0,2000000.0,0.0,0.0,0.0,0.0,2000000.0,1.0,63.0,0.1966173361522198,0.5,Bastia,0.0,0.8947368421052632,-0.7368421052631579,Bastia,1.0,,,same_team_copy_old,Ligue 1,0.0,0.8947368421052632,-0.7368421052631579,0,0.0,0.0,0.0,pierre bengtsson,bastia,STABLE_BIG5_REVIEW,0.6684210526315789
