player,nation,team,league,season,target_season,position,position_group,age,matched_next,starts,minutes,goals,assists,non_penalty_goals,penalty_goals,penalty_attempts,goals_per90,assists_per90,goal_contrib_per90,next_goals,next_10plus,season_start,target_year,row_id,norm_player,norm_current_team,tm_player_id,match_method,match_confidence,first_big5_game_date,cutoff_date,cutoff_source,timeline_status,confirmed_preseason_event_count,preseason_team_transition_count,selected_event_id,destination_team,destination_league,destination_country,unknown_date_context_event_count_audit,post_cutoff_context_event_count_audit,context_mismatch_pre_event_count_audit,timeline_trace,tr_event_id,tr_transfer_date,tr_from_club,tr_to_club,tr_from_league,tr_to_league,tr_from_country,tr_to_country,tr_transfer_fee_eur,tr_transfer_market_value_eur,tr_is_loan,tr_db_date_match_method,tr_db_match_score,transfer_event_preseason,norm_destination_team,changed_team_preseason,destination_in_big5,same_league_transfer,league_changed,country_changed,is_loan_preseason,transfer_date_preseason,days_since_transfer,transfer_fee_eur,transfer_market_value_eur,transfer_fee_known,transfer_fee_positive,log_transfer_fee,fee_to_transfer_market_value_ratio,mv_preseason_value_eur,mv_preseason_valuation_date,mv_preseason_peak_eur,mv_6m_value_eur,mv_6m_valuation_date,mv_6m_peak_eur,mv_12m_value_eur,mv_12m_valuation_date,mv_12m_peak_eur,market_value_preseason_eur,market_value_source,market_value_known,log_market_value,market_value_6m_eur,market_value_12m_eur,market_value_change_6m_eur,market_value_change_12m_eur,market_value_growth_6m,market_value_growth_12m,market_value_peak_to_cutoff_eur,market_value_vs_peak,valuation_age_days,market_value_percentile,market_value_vs_position_median,old_team_stats_name,old_team_rank_pct,old_team_points_per_game,old_team_goal_diff_per_game,new_team_stats_name,new_team_match_score,new_team_second_score,new_team_match_margin,new_team_match_method,new_team_strength_league,new_team_prev_rank_pct,new_team_prev_points_per_game,new_team_prev_goal_diff_per_game,new_team_strength_missing,team_rank_change,team_points_change,team_goal_diff_change,audit_norm_player,audit_norm_team,audit_status,review_priority_score
David Pereira da Costa,pt POR,Lens,Ligue 1,2022-2023,2023-2024,"MF,FW",FW,21.0,False,16.0,1407.0,1.0,3.0,1.0,0.0,0.0,0.0639658848614072,0.1918976545842217,0.255863539445629,0.0,0,2022,2023,21684,david pereira da costa,lens,,unmatched,UNMATCHED,2023-08-11,2023-08-10,duckdb_big5_first_game,no_player_id,0,0,,Lens,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,lens,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Lens,0.9473684210526316,2.210526315789474,1.0263157894736843,Lens,1.0,,,same_team_copy_old,Ligue 1,0.9473684210526316,2.210526315789474,1.0263157894736843,0,0.0,0.0,0.0,david pereira da costa,lens,STABLE_BIG5_REVIEW,0.19485645933014356
Anthony Ujah,ng NGA,Union Berlin,Bundesliga,2019-2020,2020-2021,"FW,MF",FW,28.0,False,10.0,949.0,3.0,2.0,3.0,0.0,0.0,0.2845100105374078,0.1896733403582718,0.4741833508956796,0.0,0,2019,2020,18764,anthony ujah,union berlin,142281.0,exact_normalized_unique,A,2020-08-21,2020-08-20,duckdb_big5_first_game,no_summer_event,0,0,,Union Berlin,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,union berlin,0,1,0,0,0,0,,,,,0,0,,,1200000.0,2020-04-08,5500000.0,1500000.0,2019-12-17,5500000.0,1500000.0,2019-06-05,5500000.0,1200000.0,historical_valuation,1,13.997832948091215,1500000.0,1500000.0,-300000.0,-300000.0,-0.1999999999999999,-0.1999999999999999,5500000.0,0.2181818181818181,134.0,0.0480324074074074,0.109090909090909,Union Berlin,0.4117647058823529,1.2058823529411764,-0.5,Union Berlin,1.0,,,same_team_copy_old,Bundesliga,0.4117647058823529,1.2058823529411764,-0.5,0,0.0,0.0,0.0,anthony ujah,union berlin,STABLE_BIG5_REVIEW,0.19425837320574163
Nicolás González,es ESP,Valencia,La Liga,2022-2023,2023-2024,MF,MF,20.0,False,18.0,1405.0,1.0,1.0,1.0,0.0,0.0,0.0640569395017793,0.0640569395017793,0.1281138790035587,0.0,0,2022,2023,22161,nicolas gonzalez,valencia,,unmatched,UNMATCHED,2023-08-11,2023-08-10,duckdb_big5_first_game,no_player_id,0,0,,Valencia,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,valencia,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Valencia,0.3157894736842105,1.105263157894737,-0.0789473684210526,Valencia,1.0,,,same_team_copy_old,La Liga,0.3157894736842105,1.105263157894737,-0.0789473684210526,0,0.0,0.0,0.0,nicolas gonzalez,valencia,STABLE_BIG5_REVIEW,0.1931818181818182
Mehdi Lacen,dz ALG,Málaga,La Liga,2017-2018,2018-2019,MF,MF,33.0,False,12.0,1118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2017,2018,17406,mehdi lacen,malaga,35539.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Málaga,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,malaga,0,1,0,0,0,0,,,,,0,0,,,800000.0,2018-05-30,3500000.0,800000.0,2018-01-01,3500000.0,1500000.0,2017-06-29,3500000.0,800000.0,historical_valuation,1,13.592368256649284,800000.0,1500000.0,0.0,-700000.0,0.0,-0.4666666666666667,3500000.0,0.2285714285714285,71.0,0.032560706401766,0.1333333333333333,Malaga,0.0,0.5263157894736842,-0.9736842105263158,Malaga,1.0,,,same_team_copy_old,La Liga,0.0,0.5263157894736842,-0.9736842105263158,0,0.0,0.0,0.0,mehdi lacen,malaga,STABLE_BIG5_REVIEW,0.19186602870813396
Jota,es ESP,Alavés,La Liga,2020-2021,2021-2022,MF,MF,29.0,False,18.0,1398.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1287553648068669,0.1287553648068669,0.0,0,2020,2021,20045,jota,alaves,,unmatched,UNMATCHED,2021-08-06,2021-08-05,duckdb_big5_first_game,no_player_id,0,0,,Alavés,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,alaves,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Alaves,0.2105263157894736,1.0,-0.5526315789473685,Alaves,1.0,,,same_team_copy_old,La Liga,0.2105263157894736,1.0,-0.5526315789473685,0,0.0,0.0,0.0,jota,alaves,STABLE_BIG5_REVIEW,0.19031100478468901
Youssouf M'Changama,km COM,Auxerre,Ligue 1,2022-2023,2023-2024,MF,MF,31.0,False,11.0,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2022,2023,22425,youssouf m changama,auxerre,167472.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Auxerre,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,auxerre,0,1,0,0,0,0,,,,,0,0,,,900000.0,2023-06-27,1500000.0,1000000.0,2022-11-02,1500000.0,1500000.0,2022-06-02,1500000.0,900000.0,historical_valuation,1,13.71015115341694,1000000.0,1500000.0,-100000.0,-600000.0,-0.0999999999999999,-0.4,1500000.0,0.6,44.0,0.027872582480091,0.1125,Auxerre,0.1578947368421053,0.9210526315789472,-0.7368421052631579,Auxerre,1.0,,,same_team_copy_old,Ligue 1,0.1578947368421053,0.9210526315789472,-0.7368421052631579,0,0.0,0.0,0.0,youssouf m changama,auxerre,STABLE_BIG5_REVIEW,0.18887559808612442
Cristiano Lombardi,it ITA,Benevento,Serie A,2017-2018,2018-2019,"MF,DF",MF,21.0,False,13.0,1112.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1618705035971223,0.1618705035971223,0.0,0,2017,2018,16944,cristiano lombardi,benevento,240349.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Benevento,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,benevento,0,1,0,0,0,0,,,,,0,0,,,800000.0,2018-06-07,800000.0,800000.0,2017-12-29,800000.0,700000.0,2017-06-08,700000.0,800000.0,historical_valuation,1,13.592368256649284,800000.0,700000.0,0.0,100000.0,0.0,0.1428571428571428,800000.0,1.0,63.0,0.032560706401766,0.1333333333333333,Benevento,0.0,0.5526315789473685,-1.3421052631578947,Benevento,1.0,,,same_team_copy_old,Serie A,0.0,0.5526315789473685,-1.3421052631578947,0,0.0,0.0,0.0,cristiano lombardi,benevento,STABLE_BIG5_REVIEW,0.1882775119617225
Cheikh Tidiane Sabaly,SEN,Metz,Ligue 1,2023-2024,2024-2025,"FW,MF",FW,24.0,False,17.0,1379.0,3.0,1.0,3.0,0.0,0.0,0.1957940536620739,0.0652646845540246,0.2610587382160986,0.0,0,2023,2024,22585,cheikh tidiane sabaly,metz,,unmatched,UNMATCHED,2024-08-15,2024-08-14,duckdb_big5_first_game,no_player_id,0,0,,Metz,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,metz,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Metz,0.0588235294117647,0.8529411764705882,-0.6764705882352942,Metz,1.0,,,same_team_copy_old,Ligue 1,0.0588235294117647,0.8529411764705882,-0.6764705882352942,0,0.0,0.0,0.0,cheikh tidiane sabaly,metz,STABLE_BIG5_REVIEW,0.1855263157894737
Adri Embarba,es ESP,Espanyol,La Liga,2019-2020,2020-2021,"MF,FW",FW,27.0,False,17.0,1371.0,2.0,4.0,1.0,1.0,1.0,0.1312910284463894,0.2625820568927789,0.3938730853391685,0.0,0,2019,2020,18699,adri embarba,espanyol,,unmatched,UNMATCHED,2020-08-21,2020-08-20,duckdb_big5_first_game,no_player_id,0,0,,Espanyol,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,espanyol,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Espanol,0.0,0.6578947368421053,-0.8157894736842105,Espanol,1.0,,,same_team_copy_old,La Liga,0.0,0.6578947368421053,-0.8157894736842105,0,0.0,0.0,0.0,adri embarba,espanyol,STABLE_BIG5_REVIEW,0.1836124401913876
Georges Mandjeck,cm CMR,Metz,Ligue 1,2017-2018,2018-2019,"MF,DF",MF,28.0,False,11.0,968.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0929752066115702,0.0929752066115702,0.0,0,2017,2018,17081,georges mandjeck,metz,52112.0,exact_normalized_unique,A,2018-08-10,2018-08-09,duckdb_big5_first_game,no_summer_event,0,0,,Metz,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,metz,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2018-06-04,2000000.0,1000000.0,2018-01-24,2000000.0,1250000.0,2017-06-01,2000000.0,1000000.0,historical_valuation,1,13.815511557963774,1000000.0,1250000.0,0.0,-250000.0,0.0,-0.1999999999999999,2000000.0,0.5,66.0,0.053532008830022,0.1666666666666666,Metz,0.0,0.6842105263157895,-1.105263157894737,Metz,1.0,,,same_team_copy_old,Ligue 1,0.0,0.6842105263157895,-1.105263157894737,0,0.0,0.0,0.0,georges mandjeck,metz,STABLE_BIG5_REVIEW,0.1771531100478469
Degnand Gnonto,it ITA,Leeds United,Premier League,2022-2023,2023-2024,"FW,MF",FW,18.0,False,14.0,1354.0,2.0,4.0,2.0,0.0,0.0,0.1329394387001477,0.2658788774002954,0.3988183161004431,0.0,0,2022,2023,21690,degnand gnonto,leeds united,,unmatched,UNMATCHED,2023-08-11,2023-08-10,duckdb_big5_first_game,no_player_id,0,0,,Leeds United,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,leeds united,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Leeds,0.0526315789473684,0.8157894736842105,-0.7894736842105263,Leeds,1.0,,,same_team_copy_old,Premier League,0.0526315789473684,0.8157894736842105,-0.7894736842105263,0,0.0,0.0,0.0,degnand gnonto,leeds united,STABLE_BIG5_REVIEW,0.1771531100478469
Roland Sallai,hu HUN,Palermo,Serie A,2016-2017,2017-2018,"FW,MF",FW,19.0,False,11.0,957.0,1.0,0.0,1.0,0.0,0.0,0.0940438871473354,0.0,0.0940438871473354,0.0,0,2016,2017,16594,roland sallai,palermo,332798.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Palermo,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,palermo,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2017-07-31,1000000.0,1000000.0,2017-01-02,1000000.0,450000.0,2016-06-01,450000.0,1000000.0,historical_valuation,1,13.815511557963774,1000000.0,450000.0,0.0,550000.0,0.0,1.2222222222222223,1000000.0,1.0,3.0,0.0724101479915433,0.1428571428571428,Palermo,0.0526315789473684,0.6842105263157895,-1.1578947368421053,Palermo,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.6842105263157895,-1.1578947368421053,0,0.0,0.0,0.0,roland sallai,palermo,STABLE_BIG5_REVIEW,0.17260765550239238
Mickaël Barreto,fr FRA,Ajaccio,Ligue 1,2022-2023,2023-2024,MF,MF,31.0,False,15.0,1325.0,1.0,1.0,1.0,0.0,0.0,0.0679245283018867,0.0679245283018867,0.1358490566037735,0.0,0,2022,2023,22113,mickael barreto,ajaccio,,unmatched,UNMATCHED,2023-08-11,2023-08-10,duckdb_big5_first_game,no_player_id,0,0,,Ajaccio,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,ajaccio,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Ajaccio,0.1052631578947368,0.6842105263157895,-1.3421052631578947,Ajaccio,1.0,,,same_team_copy_old,Ligue 1,0.1052631578947368,0.6842105263157895,-1.3421052631578947,0,0.0,0.0,0.0,mickael barreto,ajaccio,STABLE_BIG5_REVIEW,0.17260765550239235
Federico Cartabia,ar ARG,La Coruña,La Liga,2017-2018,2018-2019,"FW,MF",FW,24.0,False,16.0,1324.0,2.0,1.0,2.0,0.0,0.0,0.1359516616314199,0.0679758308157099,0.2039274924471299,0.0,0,2017,2018,17040,federico cartabia,la coruna,,unmatched,UNMATCHED,2018-08-10,2018-08-09,duckdb_big5_first_game,no_player_id,0,0,,La Coruña,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,la coruna,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,La Coruna,0.1052631578947368,0.7631578947368421,-1.0,La Coruna,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,0.7631578947368421,-1.0,0,0.0,0.0,0.0,federico cartabia,la coruna,STABLE_BIG5_REVIEW,0.17188995215311006
Oliver McBurnie,sct SCO,Sheffield Utd,Premier League,2020-2021,2021-2022,FW,FW,24.0,False,12.0,1324.0,1.0,0.0,1.0,0.0,0.0,0.0679758308157099,0.0,0.0679758308157099,0.0,0,2020,2021,20285,oliver mcburnie,sheffield utd,,unmatched,UNMATCHED,2021-08-06,2021-08-05,duckdb_big5_first_game,no_player_id,0,0,,Sheffield Utd,Premier League,England,0,0,0,,,,,,,,,,,,,,,0,sheffield utd,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Sheffield United,0.0,0.6052631578947368,-1.131578947368421,Sheffield United,1.0,,,same_team_copy_old,Premier League,0.0,0.6052631578947368,-1.131578947368421,0,0.0,0.0,0.0,oliver mcburnie,sheffield utd,STABLE_BIG5_REVIEW,0.17188995215311006
Adam Zreľák,sk SVK,Nürnberg,Bundesliga,2018-2019,2019-2020,FW,FW,24.0,False,10.0,941.0,2.0,1.0,2.0,0.0,0.0,0.1912858660998937,0.0956429330499468,0.2869287991498406,0.0,0,2018,2019,17739,adam zrelak,nurnberg,261155.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Nürnberg,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,nurnberg,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2019-06-05,1000000.0,1000000.0,2018-12-18,1000000.0,900000.0,2018-06-19,900000.0,1000000.0,historical_valuation,1,13.815511557963774,1000000.0,900000.0,0.0,100000.0,0.0,0.1111111111111111,1000000.0,1.0,64.0,0.0413907284768211,0.1,Nurnberg,0.0,0.5588235294117647,-1.2352941176470589,Nurnberg,1.0,,,same_team_copy_old,Bundesliga,0.0,0.5588235294117647,-1.2352941176470589,0,0.0,0.0,0.0,adam zrelak,nurnberg,STABLE_BIG5_REVIEW,0.16566985645933016
Charles,br BRA,Eibar,La Liga,2019-2020,2020-2021,FW,FW,35.0,False,13.0,1301.0,6.0,0.0,5.0,1.0,2.0,0.415065334358186,0.0,0.415065334358186,0.0,0,2019,2020,18817,charles,eibar,,unmatched,UNMATCHED,2020-08-21,2020-08-20,duckdb_big5_first_game,no_player_id,0,0,,Eibar,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,eibar,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Eibar,0.3157894736842105,1.105263157894737,-0.4473684210526316,Eibar,1.0,,,same_team_copy_old,La Liga,0.3157894736842105,1.105263157894737,-0.4473684210526316,0,0.0,0.0,0.0,charles,eibar,STABLE_BIG5_REVIEW,0.1654306220095694
Pedro León,es ESP,Eibar,La Liga,2020-2021,2021-2022,"MF,FW",FW,33.0,False,10.0,935.0,1.0,2.0,1.0,0.0,0.0,0.0962566844919786,0.1925133689839572,0.2887700534759358,0.0,0,2020,2021,20321,pedro leon,eibar,51587.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Eibar,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,eibar,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2021-06-10,10000000.0,1000000.0,2021-01-05,10000000.0,1400000.0,2020-04-08,10000000.0,1000000.0,historical_valuation,1,13.815511557963774,1000000.0,1400000.0,0.0,-400000.0,0.0,-0.2857142857142857,10000000.0,0.1,56.0,0.0368536853685368,0.1,Eibar,0.0,0.7894736842105263,-0.6052631578947368,Eibar,1.0,,,same_team_copy_old,La Liga,0.0,0.7894736842105263,-0.6052631578947368,0,0.0,0.0,0.0,pedro leon,eibar,STABLE_BIG5_REVIEW,0.16375598086124404
Cristian Molinaro,it ITA,Frosinone,Serie A,2018-2019,2019-2020,"DF,MF",MF,35.0,False,13.0,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2018,2019,17895,cristian molinaro,frosinone,21972.0,exact_normalized_unique,A,2019-08-09,2019-08-08,duckdb_big5_first_game,no_summer_event,0,0,,Frosinone,Serie A,Italy,0,0,0,,,,,,,,,,,,,,,0,frosinone,0,1,0,0,0,0,,,,,0,0,,,300000.0,2019-06-06,7000000.0,300000.0,2018-12-20,7000000.0,300000.0,2018-06-07,7000000.0,300000.0,historical_valuation,1,12.611541086966117,300000.0,300000.0,0.0,0.0,0.0,0.0,7000000.0,0.0428571428571428,63.0,0.0077262693156732,0.0375,Frosinone,0.0526315789473684,0.6578947368421053,-1.0526315789473684,Frosinone,1.0,,,same_team_copy_old,Serie A,0.0526315789473684,0.6578947368421053,-1.0526315789473684,0,0.0,0.0,0.0,cristian molinaro,frosinone,STABLE_BIG5_REVIEW,0.1631578947368421
Christophe Mandanne,fr FRA,Nancy,Ligue 1,2016-2017,2017-2018,FW,FW,31.0,False,9.0,932.0,1.0,1.0,1.0,0.0,0.0,0.0965665236051502,0.0965665236051502,0.1931330472103004,0.0,0,2016,2017,15953,christophe mandanne,nancy,23952.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Nancy,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,nancy,0,1,0,0,0,0,,,,,0,0,,,1000000.0,2017-06-01,2000000.0,1000000.0,2017-01-16,2000000.0,1500000.0,2016-07-13,2000000.0,1000000.0,historical_valuation,1,13.815511557963774,1000000.0,1500000.0,0.0,-500000.0,0.0,-0.3333333333333333,2000000.0,0.5,63.0,0.0724101479915433,0.1428571428571428,Nancy,0.0526315789473684,0.9210526315789472,-0.6052631578947368,Nancy,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.9210526315789472,-0.6052631578947368,0,0.0,0.0,0.0,christophe mandanne,nancy,STABLE_BIG5_REVIEW,0.16232057416267945
Luciano,br BRA,Leganés,La Liga,2016-2017,2017-2018,FW,FW,23.0,False,11.0,1177.0,4.0,2.0,3.0,1.0,1.0,0.3058623619371283,0.1529311809685641,0.4587935429056924,0.0,0,2016,2017,16345,luciano,leganes,6233.0,exact_name_age_resolved,B,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Leganés,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,leganes,0,1,0,0,0,0,,,,,0,0,,,200000.0,2013-06-19,7000000.0,200000.0,2013-06-19,7000000.0,200000.0,2013-06-19,7000000.0,200000.0,historical_valuation,1,12.206077645517674,200000.0,200000.0,0.0,0.0,0.0,0.0,7000000.0,0.0285714285714285,1506.0,0.0042283298097251,0.0285714285714285,Leganes,0.1578947368421053,0.9210526315789472,-0.5,Leganes,1.0,,,same_team_copy_old,La Liga,0.1578947368421053,0.9210526315789472,-0.5,0,0.0,0.0,0.0,luciano,leganes,STABLE_BIG5_REVIEW,0.16196172248803828
Vincent Marchetti,fr FRA,Nancy,Ligue 1,2016-2017,2017-2018,MF,MF,19.0,False,10.0,977.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0921187308085977,0.0921187308085977,0.0,0,2016,2017,16727,vincent marchetti,nancy,374040.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Nancy,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,nancy,0,1,0,0,0,0,,,,,0,0,,,900000.0,2017-06-01,900000.0,800000.0,2017-01-16,800000.0,800000.0,2016-07-13,800000.0,900000.0,historical_valuation,1,13.71015115341694,800000.0,800000.0,100000.0,100000.0,0.125,0.125,900000.0,1.0,63.0,0.0496828752642706,0.225,Nancy,0.0526315789473684,0.9210526315789472,-0.6052631578947368,Nancy,1.0,,,same_team_copy_old,Ligue 1,0.0526315789473684,0.9210526315789472,-0.6052631578947368,0,0.0,0.0,0.0,vincent marchetti,nancy,STABLE_BIG5_REVIEW,0.16160287081339714
Peter Niemeyer,de GER,Darmstadt 98,Bundesliga,2016-2017,2017-2018,"DF,MF",MF,32.0,False,13.0,1108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2016,2017,16546,peter niemeyer,darmstadt 98,4691.0,exact_normalized_unique,A,2017-08-04,2017-08-03,duckdb_big5_first_game,no_summer_event,0,0,,Darmstadt 98,Bundesliga,Germany,0,0,0,,,,,,,,,,,,,,,0,darmstadt 98,0,1,0,0,0,0,,,,,0,0,,,500000.0,2017-06-19,2500000.0,750000.0,2016-07-22,2500000.0,750000.0,2016-07-22,2500000.0,500000.0,historical_valuation,1,13.122365377402328,750000.0,750000.0,-250000.0,-250000.0,-0.3333333333333333,-0.3333333333333333,2500000.0,0.2,45.0,0.0216701902748414,0.125,Darmstadt,0.0,0.7352941176470589,-1.0294117647058822,Darmstadt,1.0,,,same_team_copy_old,Bundesliga,0.0,0.7352941176470589,-1.0294117647058822,0,0.0,0.0,0.0,peter niemeyer,darmstadt 98,STABLE_BIG5_REVIEW,0.15909090909090906
Álex Fernández,ESP,Cádiz,La Liga,2023-2024,2024-2025,MF,MF,30.0,False,14.0,1285.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0700389105058365,0.0700389105058365,0.0,0,2023,2024,22463,alex fernandez,cadiz,,unmatched,UNMATCHED,2024-08-15,2024-08-14,duckdb_big5_first_game,no_player_id,0,0,,Cádiz,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,cadiz,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Cadiz,0.1052631578947368,0.868421052631579,-0.7631578947368421,Cadiz,1.0,,,same_team_copy_old,La Liga,0.1052631578947368,0.868421052631579,-0.7631578947368421,0,0.0,0.0,0.0,alex fernandez,cadiz,STABLE_BIG5_REVIEW,0.15825358851674642
Kevin Spadanuda,ch SUI,Ajaccio,Ligue 1,2022-2023,2023-2024,"MF,FW",FW,25.0,False,13.0,1063.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0846660395108184,0.0846660395108184,0.0,0,2022,2023,21976,kevin spadanuda,ajaccio,371554.0,exact_normalized_unique,A,2023-08-11,2023-08-10,duckdb_big5_first_game,no_summer_event,0,0,,Ajaccio,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,ajaccio,0,1,0,0,0,0,,,,,0,0,,,700000.0,2023-06-27,800000.0,800000.0,2022-11-02,800000.0,550000.0,2022-06-08,550000.0,700000.0,historical_valuation,1,13.45883704259595,800000.0,550000.0,-100000.0,150000.0,-0.125,0.2727272727272727,800000.0,0.875,44.0,0.0147895335608646,0.0636363636363636,Ajaccio,0.1052631578947368,0.6842105263157895,-1.3421052631578947,Ajaccio,1.0,,,same_team_copy_old,Ligue 1,0.1052631578947368,0.6842105263157895,-1.3421052631578947,0,0.0,0.0,0.0,kevin spadanuda,ajaccio,STABLE_BIG5_REVIEW,0.1582535885167464
Wakaso,gh GHA,Alavés,La Liga,2019-2020,2020-2021,MF,MF,29.0,False,15.0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2019,2020,19560,wakaso,alaves,,unmatched,UNMATCHED,2020-08-21,2020-08-20,duckdb_big5_first_game,no_player_id,0,0,,Alavés,La Liga,Spain,0,0,0,,,,,,,,,,,,,,,0,alaves,0,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,missing,0,,,,,,,,,,,,,Alaves,0.2105263157894736,1.0263157894736843,-0.6578947368421053,Alaves,1.0,,,same_team_copy_old,La Liga,0.2105263157894736,1.0263157894736843,-0.6578947368421053,0,0.0,0.0,0.0,wakaso,alaves,STABLE_BIG5_REVIEW,0.1577751196172249
Frédéric Sammaritano,fr FRA,Dijon,Ligue 1,2020-2021,2021-2022,"FW,MF",FW,34.0,False,10.0,1130.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1592920353982301,0.1592920353982301,0.0,0,2020,2021,19878,frederic sammaritano,dijon,80173.0,exact_normalized_unique,A,2021-08-06,2021-08-05,duckdb_big5_first_game,no_summer_event,0,0,,Dijon,Ligue 1,France,0,0,0,,,,,,,,,,,,,,,0,dijon,0,1,0,0,0,0,,,,,0,0,,,300000.0,2021-06-04,1500000.0,325000.0,2020-10-15,1500000.0,325000.0,2020-04-08,1500000.0,300000.0,historical_valuation,1,12.611541086966117,325000.0,325000.0,-25000.0,-25000.0,-0.0769230769230768,-0.0769230769230768,1500000.0,0.2,62.0,0.0038503850385038,0.03,Dijon,0.0,0.5526315789473685,-1.263157894736842,Dijon,1.0,,,same_team_copy_old,Ligue 1,0.0,0.5526315789473685,-1.263157894736842,0,0.0,0.0,0.0,frederic sammaritano,dijon,STABLE_BIG5_REVIEW,0.15526315789473683
